"track_id","predicted_popularity"
"0X9MxHR1rTkEHDjp95F2OO",0.301972959449564
"5TvE3pk05pyFIGdSY9j4DJ",1.09685251120232
"0BUuuEvNa5T4lMaewyiudB",0.312678407958019
"5IfCZDRXZrqZSm8AwE44PG",-0.500935678684528
"2qESE1ZeWly7I3YjyTXmXh",-0.500935678684528
"0xbMRcMFqxJq1Wa7tvWPtn",-0.0513068413294365
"62EwQLDw0dprDzuLwQ0sH1",-0.388528469345755
"3lvo0I8c2qBJDLZWqExDgC",0.558903723652474
"1MLr9b1fOybO3MGiLy47Ys",-0.998739034327666
"6JGjevTaqr9J1xp7YvYUKF",0.213653009254814
"2DHDuADAHoUW6n0z80RLQF",0.904154438050134
"5JDcQAztvZTIkrWoZihgvC",-1.3199024895813
"6owKuyHxUqidcAA6fPKSyy",0.0370131088653138
"6Uy6K3KdmUdAfelUp0SeXn",-0.811393685429711
"7DYsBLdOqz0z14tYWMt2Tn",-0.139626791524187
"2RFt6ZWQbr9mPhsft9u9eX",-0.23095764911194
"59pUIlXjQupbiYwt40uUTi",0.687369105753929
"0VhZ5JYfqPojSYeGWnk4dL",0.486641946220406
"7ACW42whcdOiUxiNVu7ltx",0.00489676333995006
"08OjvLnGR3M0HUhcePeMNO",0.542845550889792
"4zcMBfbQZvBSHQBGDd6gsN",0.703427278516611
"71M4QMn8nrok1KFVXwEEyU",0.293943873068224
"7d0bJhpp0mCYyMXaMgWyMS",0.767659969567338
"73oHkllHIT8fdbzpxiXW40",-0.343030313184824
"6IF2P93LkyW4GqDQu1yS7H",0.470583773457724
"23Mcmg5O8rBKAOzxvrTjnD",-0.0834231868548002
"00DuOxungwHwVUX2m37P0P",0.189565750110791
"1EyvonxK8OGHRV4WDRdArc",0.719485451279293
"41A82PidFKhGX5hm1WoaDs",0.51875829174577
"3NCg46FWgnANZc9HQHQOQR",0.655252760228565
"4bXoVtbp6fN8FaSQvGQB41",-0.617357431213972
"0v0pc1lIt5p6EBX7pnfOGF",0.334089304974928
"27Fq4XyOkogdGLcfsVdjFb",0.0316603846110865
"3akr0ZrJxLMBLIFeNNKffW",0.587005525987167
"0v1vufjir4OE4iRckLMoLd",-0.48353932485829
