ids,names,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,monthly_listeners
2P3aLwJ41aRYkyFFw2FRM7,sam concepcion,45,168497,opm,2007,2023,20,1,583900
2FCVB3cfCC0e3O8G7Gs8t6,bleib modern,28,23349,"dark post-punk, modern goth",2014,2024,14,3,40842
3ZaPFQ05J5qSM5I3Smbp44,tevvez,58,259154,gym hardstyle,2018,2024,20,1,1521671
71WUmUmWWaqqGtVP8MlPJb,semi.official,4,1050,"abstract hip hop, minnesota hip hop",2003,2003,1,17,820
0MVM5Khj39EkpVtLvU9Ujp,ovsicori,4,316,ambient,2017,2023,8,5,1025
55W9eEQHMVGsaEdIehg0VZ,bill cornish,0,33," jazz , rock , orchestral ",2003,2024,12,14,18
38aJccTPkdNbEU7MVQ2n5b,the remus lupins,8,7246,wrock,2007,2009,3,19,1453
7AoL3NXROgMCIoE8ATI8tf,duke tumatoe & the power trio,2,391," blues , blues ",1989,2012,2,8,211
1TuQVlt2pf14yyNcXunZYt,whilst,44,466,modern,2023,2024,20,1,490442
3p3KAZ6zqhFkkH5ZdTuS5X,lunachicks,30,63516,"riot grrrl, underground grunge",1990,2016,7,3,40474
1ekl5lTa5idAB1Tz04p3Ue,double handsome dragons,0,400,"atmospheric post-rock, british post-rock",2011,2011,1,6,107
1BCUHvti8crTWtc0h0U4W4,hiro kone,19,10890,"mandible, new isolationism, spectra",2011,2021,7,4,13050
2iCpXbyRRpN1IMRUkuSyGA,capital monkey,28,23908,"progressive psytrance, psychedelic trance, trance brasileiro",2016,2024,20,1,47809
1JYo8vxqPyhbdrmBx0UIhh,rauhatäti,3,747,suomirap,2013,2019,7,1,398
28Ky95tmlHktB96DBUoB0g,tristam,49,215583,"brostep, complextro, dancefloor dnb, edm, filthstep, gaming edm",2012,2021,20,1,646395
0wwX6lGL0Nwexmp2ht3zmB,mr. freak ska,11,1420,ska catala,2011,2023,8,4,1388
3RyVfqwQOd0gFnQS0qY8ao,machine men,7,2045,finnish heavy metal,2002,2007,4,5,1314
357MjItPR9emybXtEL1Trf,soft black,1,485,deep indie pop,2007,2020,7,1,251
2hSyEBc9TBb9j38FOCdkIf,aaron dessner,35,9693," indie , country , rock , modern ",2014,2021,7,1,60491
1N9OI91qxIC0TE69T4MPXS,zacks nkosi,4,807,south african jazz,1991,1991,2,6,291
2P4lgTcDKqHKAttiTQTNyD,nadide sultan,28,9750,deep turkish pop,1997,2023,8,5,101552
4vqfNLMm3WzJ3t8P33Qfox,dbc,11,54,canadian metal,2017,2017,2,1,442
0j1NagRWjcaqlWpuo8T78v,the nile club,4,465," soul , pop ",2019,2023,7,1,297
2F2atP3wSHClfrmtnQMKfP,the kennedy choir,7,666," choral , choir ",2006,2006,1,12,1005
5sF5Etprqoh9ufF3ap2eZY,nie und nimmer,43,26854,"german pop, german pop rock, german singer-songwriter",2016,2024,20,1,203542
5OVvL3uPeojUVPfmizvjPy,noise beat propaganda,0,42,deep latin alternative,2009,2011,2,4,18
5kuVnXjEL5E1N4C3n7a4wt,ifwhen,1,256,indie shoegaze,2007,2007,1,10,105
0yyXU4k2jyqhWApBgF837J,grimfaith,0,139,ukrainian metal,2008,2013,2,10,28
5iISQR00Eel3mcB8eKlsRt,showmore,30,31048,japanese r&b,2018,2023,20,1,39542
3rY0dedDfgVWcArbhr1Nrh,iris vermillion,13,149,classical mezzo-soprano,1994,2021,20,24,2494
27Ky8zIC4b1zHCoQ1MP3CT,argonautiks,23,13278,"german alternative rap, german boom bap",2017,2021,19,1,18027
0zSbNvakUiCGzlvMl7ncaN,farmer nappy,35,49867,soca,2012,2024,20,1,88593
4pCUgfWM9T1gtC3pRVoVxi,little kirk,21,2111,"deep ragga, old school dancehall",1990,2021,10,2,21074
0lNiOWJqwipC4Gipr2uYlA,sitoi,4,1298,"finnish hip hop, finnish indie",2018,2024,6,2,520
2co9mkXKtSPZKzmF8h0fvz,deviation social,0,101,industrial noise,2010,2013,2,7,16
5XVbIx4guVegIZdtE3QNTa,tropical doom,3,1052,"brazilian stoner rock, metal paranaense, rock catarinense",2015,2016,2,5,650
0NrO6QCCIuFygHBeEN670A,chick willis,12,652,soul blues,1962,2020,10,2,5543
2Xvr9nHpwUVMpqY3AL2aM5,the chemical mind,0,317,metal,2017,2022,8,4,66
0MoENTkztBZYUv2xc0WcAY,diamonds under fire,0,105,rock,2011,2016,2,6,22
3056OgLEH3e8NoRgOhnJBZ,dr. nico,9,1218,jazz,2011,2024,8,8,699
2g1JBdfoRR2qV9BZeECeuG,andré heller,30,12110,austropop,1984,2020,12,15,57180
7BqdIuFUEidMSUnginY1Vh,morgan king,15,520,classic progressive house,2009,2024,20,4,10650
4P5ooDKThRs2cx6MZ7cpFg,lugatti,46,23445,"german cloud rap, german trap",2022,2024,20,4,265793
2kBeWf6sOQMYpFwRhxcFcr,feverslip,2,591,rock,2023,2023,2,1,446
7uDN9buCaB8tLeR3d3WicL,hoochie mama,0,14,country,2020,2022,2,1,6
4HrCsxMRWFsSi8Vf0qBjK4,silverbacks,21,8729,"crank wave, dublin indie, irish indie rock, irish post-punk",2017,2022,15,1,20747
10Cql6DpInZY5O6TBw2m4l,samini,29,100774,"afrobeats, azonto, ghanaian pop, hiplife",2013,2024,20,1,37852
2EryN4QlWoAQYFAlFWsFVE,jonathan emile,15,983,"hip hop quebecois, jamaican hip hop",2009,2022,20,1,11919
2KEtzUVspxd4TTRtffUU2p,hans koller free sound,0,52,spiritual jazz,2014,2015,2,7,21
5s2zthd9SOwR99SeJNftTv,nelis heesbeen,12,510,"carnaval, levenslied",2016,2023,14,1,4282
3RgqSHlJgZEY21ajr44zp3,vahrzaw,0,678,metal,2006,2023,12,3,72
5As6sWG2BQogTaf4VgxK2p,allyson sheneman,0,43,indie,2021,2021,1,7,2
1hw7xcATBmW7H2Ub7MRk7J,stellar corpses,13,9759,"horror punk, psychobilly",2007,2023,6,6,4116
2sqLufugaIo6ZbCqc6mFGP,ainhoa arteta,19,11260," classical , pop , opera ",1997,2019,12,1,10809
3nHKeOa45XrUplL3NiGy7E,frankjavcee,54,62007,vaportrap,2010,2024,20,1,1185049
5ykGgeaE7QRfhAKcZjaD0R,brian gulland,10,243," rock , renaissance , medieval ",1982,2022,8,53,3259
2yT7X3Gg2S51DHz67FAYL6,snails,40,140080,"brostep, canadian electronic, dubstep",2017,2024,20,1,247872
6G7P1WNRTlg3FxiYaW0hYh,prudence,36,9439," pop , modern ",2020,2023,16,1,101215
36sTWFzP26mJPY0cA1OYLR,hierophants,19,3797,"egg punk, melbourne punk, synth punk",2015,2022,5,2,14325
45rhlCbqZtLLI6uvMjfwso,ricked wicky,3,1139,gbvfi,2015,2015,3,15,268
7xIpdgaeUNHY5lQZozgy10,aurora y la academia,26,7998," rock , latin ",1997,1997,1,13,48238
5S20kfnvfovpK5ncgaDkWU,jorrdee,31,22465,"cloud rap francais, rap calme, rap lyonnais",2017,2023,13,1,60646
5J8mPIlgf5itUjUK1LJfoq,soledonna,1,78,"corsican folk, polyphony",1998,1998,1,15,61
09JcoRKuV71saAqPbMrB7C,palomica,0,52," rock , pop ",2016,2016,2,4,9
4kHsRlPgSnceNMl5axuZcN,neige et noirceur,1,2181,"forest black metal, metal noir quebecois",2010,2017,8,3,863
5E3pC0IGSLoLG09YTfsxKd,demago,8,1259,rock,2008,2022,8,2,831
2WIrcmDVzotUILvrSCcvEz,rtnh,0,43,georgian electronic,2019,2023,5,6,34
41K2JluMRCshY8VQVr2ZMe,charcuterie,2,595,"goregrind, pornogrind",2020,2022,5,1,314
4deeoaeQKMdskHGQDR2oYf,head injuries,2,534,easycore,2012,2015,4,1,232
09dGuri7dY3D2uPPVA4bjg,jennifer wharton,5,797,jazz brass,2019,2023,3,9,571
39a4hGdTS669oJBra6j9Ru,the seafloor cinema,24,9474,"progressive post-hardcore, sacramento indie",2017,2023,19,2,20440
0XLOX1kM1vd2wyRqXcCzy6,abrasantia,0,357,opera metal,2012,2017,7,5,66
29nuitiJu0D1BAvcWurAMO,carina crone,23,1493,"discofox, partyschlager",2015,2023,14,1,30309
54vV9Kg8Cnp8p7aWSJoYEY,johannes hopfner,0,36,folk,2001,2024,4,5,9
4wzj2hOFo1SaODHKAUFqft,bonesalt,0,33,rock,2019,2019,1,6,0
2Kk8m8gNJDOalVnijnJnbx,the scurvies,0,390,christian punk,2007,2007,1,16,64
3Pzcs78RS625Z2HU7JVOXg,idin,6,451," pop , modern ",2004,2023,10,1,531
68AY6J89OocR4q9RrPfw2b,tim phin,0,88,dance,2010,2019,3,2,93
2ekdnyZTBKHsLsBFKCY4BI,gianfranco continenza,6,440,italian jazz fusion,2008,2019,3,10,1490
0PFHcCaLkbx3hGoKG6hUEP,bloodclot,13,6158," metal , punk ",2008,2022,10,1,4397
7uUBTiZ2u5b40vymlFmXrn,george shearing,42,36224,"cool jazz, jazz piano",2002,2024,20,15,395710
6ZLvZ4YVAEXCkxUMCnF0kZ,fred anderson,3,2273,"avant-garde jazz, free jazz",2001,2012,9,5,719
41PLS4hpBNijI37EGnUJsx,reclaim the fallen,10,1201,screamocore,2005,2005,1,5,3492
7HBQPOZB3u0fpuoLZx8uUL,die my demon,1,420,belgian hardcore,2015,2021,5,4,99
1XC87A3NVlw6xDW1kIB5FN,jess connelly,33,48837,"pinoy indie, pinoy trap",2015,2023,20,4,59233
7wBARDxiHna2DvaluMrzJp,martin & la talpoj,4,716,esperanto,2007,2023,3,6,330
41VPDgAS12YOb7hbuj6PxN,dj sticky,17,478,austrian hip hop,2018,2023,17,1,5923
2U4Lfs1c3FxmwBjUdvCzF3,john frizzell,19,2933,soundtrack,1997,2022,11,1,10015
3kpwO5KGhMeWcWq6MiGVXN,things of stone and wood,23,5667,"australian alternative rock, australian rock",1993,2020,6,1,26845
1u7kkVrr14iBvrpYnZILJR,sex pistols,55,1755520,"alternative rock, punk, rock",1977,2022,8,15,1480004
0O83o1gX0tdXSbJQXCtRMe,kirsty lee james,0,171,hard house,2013,2019,7,1,103
0S6aDcpbTFIWgpmkaLuOE7,fidelius,2,354," metal , folk ",2021,2023,2,1,118
1o89sVIkln0tQ3Zvl6YTZG,grieved,4,2827,"blackened hardcore, chaotic hardcore",2015,2016,5,1,452
4Sdbb0ev1JeGwgo6XFknEl,burlers,1,197,punk,2021,2023,3,1,136
615ZOeTIbNMclZnhEL8LuQ,core of io,0,229," tech , rock ",2015,2023,8,4,41
2njnJKYR93XHdVmI8GT5in,hong kong dong,1,471,belgian indie rock,2012,2017,3,1,165
62leN9NRMUgDfPzshm7K5L,hard feelings,16,4563," dance , funk ",2021,2023,9,2,9110
2fgl3me4n9diODTrVfruF3,balance and composure,43,139662,"alternative emo, anthem emo, dreamo, emo, grungegaze, philly indie, pop punk, progressive post-hardcore",2009,2023,9,4,196452
4Wrfz8jfxSUNa8PQR8ouhx,mountainking,0,161," indie , pop ",2018,2020,6,4,19
08fmeqY616eesksoCqEBXw,coro gulbenkian,18,277," choir , romantic , contemporary ",1976,2022,12,13,7670
6qzrdIxXaluZHwyz3Jo39X,phobium,8,708,ambient,1999,2023,15,1,940
2NsmdSb7jY5k1tp6QS3M9p,the disciples of zoldon,0,24,nz metal,2007,2018,2,10,2
0TRf2N849pjTs7BUpRUUl3,antolín,14,2282,"argentine indie, uruguayan indie",2008,2024,13,6,3001
0jq1z5MQSlFtvpbnLzeEul,jazzbois,43,24881,"modern jazz trio, uk contemporary jazz",2019,2023,20,3,230320
1a8z4Ju7ZgjDRG0w7ORgKk,dezsö ranki,14,449,hungarian classical piano,1979,2021,20,21,3126
6sVDWBjob9Qtauu62oz8hG,jessica rivera,5,94," opera , contemporary ",2000,2022,7,2,732
6g7o6V36DTNfW1zsXrYIPZ,robert blair & the fantastic violinaires,8,4278,contemporary gospel,1984,2017,6,1,1055
61hFeGvG1dcx6klNQzfVgh,jota jr,0,111,rap,2018,2023,5,1,165
0d6LeiRYBSV7Al4JP4Bqgg,nhx,0,61,rock,2003,2008,2,6,27
44wcqoxgMaaRSvFC83a5R0,山口ひろみ,10,493,enka,2004,2023,20,5,994
49Jb7NSMLFMM3n8M7BNRxN,marty wilde,29,21873,"brill building pop, merseybeat, rock-and-roll",1959,2024,15,2,62157
4iSKnRZAxkmqNok6tv10Se,crazy town,57,509407,"alternative metal, funk metal, nu metal, post-grunge, rap rock",1999,2024,20,3,3136400
5OgMSh48PsYuyRBMmDwEPY,humming bird,10,1020,mecha,1996,2000,5,2,1623
5kLzbHcCf9EwkKmuc04zlE,ben allison,15,2403," classical , jazz , rock , folk ",2009,2024,17,1,4618
7rT5vCRSip37zugzc8KN4i,lee kernaghan,47,141527,"australian country, australian indigenous music",1992,2022,20,1,242936
4Mlw3O6Z8b1f5isDub4hTx,onry ozzborn,23,7854,"abstract hip hop, seattle hip hop, underground rap",2006,2023,13,1,15493
5QGb9o7J9p5xMkjSTgkAsS,phil hanro,3,707,dance,2020,2023,8,1,612
3Lzhd2CiNCyfTxe1Bt3JrP,zac hurren trio,0,60,australian jazz,2007,2007,1,8,15
5bVYtdlu0rnBb7UIoZNb3E,black magic fools,6,1633,"gothenburg metal, nordic folk metal",2011,2024,5,4,1551
2OI6dnFoYNm3ZB0fgU2SfZ,spiritczualic enhancement center,5,1049,neo-kraut,2018,2023,11,4,823
34LxinR4hpnSBbpdRntAvB,friedrich witt,3,641,"classical era, early romantic era",2005,2013,3,11,454
7wcrtrCODZkNbpq1ZYABxs,carey bell,28,19874,"chicago blues, harmonica blues",1969,2018,16,15,44628
4gQsGkfdB4uVrNBqo4MhmI,lump,27,23348,folktronica,2018,2023,12,1,34626
14stFRB2PwF6QdKNHDdMnh,bye bye badman,26,30441,"k-indie, korean city pop, korean indie rock",2011,2018,9,5,26350
7BPsblsOFnvBDMsP5Mv7xR,anything but human,24,1542,rock,2019,2022,5,1,34920
5YLXhjQdVWkWgW3LEojsrh,put3ska,22,21492,"pinoy reggae, pinoy rock",1995,2000,3,11,23955
4oTjz34rJX4b6lYQ3K5Tgv,northsiderz,16,6268,hip hop quebecois,2015,2015,1,16,2847
7iURZ6msGELD5SZqMqKa7G,martin almgren,25,10530,"melodipop, orebro indie",2015,2023,13,1,31803
0wSbJfUfDDmDmxOaIteZrs,daisy moon,0,447,bristol electronic,2019,2022,2,4,237
32ese02QryCb75wljJ2LLD,the flat five,15,2703," country , jazz ",2016,2020,6,2,8927
5AEG63ajney2BoDXi0Vb84,bad company,57,1126673,"album rock, classic rock, country rock, glam metal, hard rock, mellow gold, rock, singer-songwriter, soft rock, southern rock",1974,2018,19,21,2214470
4khDod6dph3ZfuIQUJymuE,the marlenes,3,756," country , rock , pop , contemporary ",2015,2023,8,6,130
7yJMGh19Mw7vukC8cMPTHO,freezie freekie,0,38,nu electro,2004,2004,3,2,15
53Olns7xS1plQz3mFhk5a2,kalifornia bpr,0,64," christian , rock , punk ",2016,2022,6,6,6
49WBtnIs3VA1tHR7jQG1F6,santino le saint,46,92099,"dark r&b, trap soul, uk contemporary r&b",2020,2023,20,1,396010
5cB4d4jPYjMT326sjihQ4m,shaan,68,7327233,"filmi, modern bollywood",2014,2024,20,7,11794127
5APQ9aJeMRhyiLVbHOHLpu,thick pigeon,8,1390,minimal wave,1984,1991,2,14,2074
5keeQyPKYRxUCKDMECTXG3,black uhuru,44,376456,"dub, reggae, roots reggae",1987,2022,20,12,364181
4LX0KCPnH7gvxEbVXqXmAE,molly tuttle,46,83414,"folk, new americana, progressive bluegrass",2017,2023,20,1,395988
3jiOHVFdVQjbSDVeC7RgY7,wir sind helden,53,220009,"german pop, german pop rock, german rock",2003,2024,20,6,1317208
4GkW3hfTCOdalWw1kJOLcD,szymanowski quartet,15,321,string quartet,2006,2017,12,11,8901
7zSHQFzTnqpcbrmroB7bvM,colosseum,23,24041,"british jazz, jazz rock, progressive rock, symphonic rock",1970,2023,20,9,14598
1C2jmWs0zr0lADO4TfccWG,san francisco taiko dojo,0,87,taiko,2015,2015,1,6,25
0VzFYfDDwb79K5TVr5z0JZ,estampie,27,14580,"medieval, medieval ensemble, medieval folk, rune folk",1994,2016,11,20,39147
52VJNosS2vYvIhTPs5HCQb,ft-17,5,1003,french death metal,2016,2022,3,11,501
5SiBQxijnMwUGUYG31gZnS,pedro bromfman,34,10545,latin soundtrack,2002,2023,16,1,164807
0GwebWlVE6A3NuZfeIrigI,familia caamagno,15,3314,"galego, galician rock",2012,2022,8,2,3740
5cTOIekpN35mEFm2pLYtBR,reject messiah,0,210,metal ecuatoriano,2016,2020,3,6,36
6ManwBDLto2d2jMmGM0Gln,jqt,2,1125,k-pop girl group,2010,2011,2,2,343
0oaOc1sdr4AeSzqL8w5ndo,michael endres,52,1438,"classical piano, german classical piano",1995,2018,20,59,847205
7mNNpagPwV3xIqNBcxPQQq,falinox,0,113,neurostep,2011,2011,1,2,38
6ENPa56qolXflGmVbDj1NX,frank ellrich,1,83,hard trance,2004,2017,3,2,291
3Ek1EdkcbRFvSDJj9j5JXQ,the baseballs,44,229874,neo-rockabilly,2010,2023,20,1,279574
0sDjEOkd92MdOAeaSFS3Na,san martín vampire,6,1588,pop electronico,2020,2021,5,1,629
4YvUQxGR9IHSR16q1eVHEz,marra kesh,21,228," country , house , pop ",2020,2023,6,2,17200
5ZFUMOLRrLkEKTWo4WqKg4,digicide,0,29,spacegrunge,2013,2013,1,10,29
02qHcQfJCm2XlAnaJ5a6Rh,2scratch,54,213574,traprun,2021,2024,20,1,833987
3LM0T4GLVcJvGMGDbxyrLE,rilla,28,7222,german underground rap,2019,2024,20,1,13849
1Zd2jFygzaM9fyijiieSI7,anna & elizabeth,28,12321,modern old-time,2012,2018,6,2,44143
4J7balUQO0DP91cLQNf31M,willie logan,2,165," house , rock ",1996,2023,20,16,335
4c9NYYIAGKWqPDTkoVnGr7,paul buchanan,36,13923,"melancholia, scottish singer-songwriter, solo wave",2012,2020,3,14,80331
4axjIl2fLU1xnDsC1NB3yI,soundprank,22,7001,"progressive house, progressive trance, progressive trance house",2011,2017,20,2,23935
2GFB1Lc67mbqFXTPCM9XzT,cornelius brothers & sister rose,42,23590,classic soul,1996,2008,3,2,425905
71oonoDczgsf0y7fDFrmqy,hurricane heart attacks,3,1802,psych gaze,2012,2019,4,13,312
22EJkuvSQHaAtTpRfJCE3v,patrick chardronnet,11,2975,melodic techno,2005,2022,20,3,5172
7iBY1RLWDV5zX9NDNQxurm,tabitha,54,131102,"dutch pop, dutch rap pop",2018,2023,20,1,1072597
5wYcbpyGZGlUOiNpbLWZTo,das paradies,36,13373,"german indie, leipzig indie",2017,2022,15,2,144919
1m0sDZRJzrmp5sqEIt01Jc,aura blaze,2,1154," indie , pop , orchestral , modern ",2015,2023,10,1,396
7qtubK9xEI56XRpNfSbrdO,the witches,27,8865,"classic israeli pop, israeli rock",1994,1999,4,12,27717
0mQrna1ecAw9h40iH5uSks,octaviagrace,14,8787,"japanese power metal, kawaii metal",2016,2023,8,5,3691
11z611FJKQgzj69kVgxbS5,gordon kerry,0,43,australian classical,2002,2004,2,18,59
1TDNE92kRXL4d7E9aUufH9,bouquet,3,298,house,2022,2023,2,1,226
5nrmuhl0AXvSLeoZgB3Tmr,zaoui,42,17020,french pop,2022,2023,5,1,194789
4ZqBlZ0SqiRAOnaVZxcWgE,et cetera,1,435,prog quebec,1976,1976,1,7,178
46JpdBeitfoEleoCabDawH,rainz,11,65489,"k-pop, k-pop boy group",2017,2018,5,6,4189
1dkvaiA5WfFxlXw1IsTPFL,hewar,2,491,arabic jazz,2005,2012,3,8,372
37mtx80nMDETlbsq2eFCzc,fleur east,42,207964,"talent show, uk pop",2015,2023,15,1,439500
3FTfv1zQWZMKZFXwfCnwbn,nesles,7,172,rock,2006,2021,8,4,113
2dhGPk8vSfyz28YKA2yC5w,the eclectic moniker,8,5425,danish indie pop,2012,2016,3,12,2046
1zFGR4NaBbCDBGwifPKGfM,tomb mold,29,47124,"canadian death metal, cavernous death metal, cosmic death metal, new wave of osdm, voidgrind",2017,2023,12,1,29189
6xTRrO1neFsGA1URJdG7BL,infinite me,0,960,minneapolis indie,2017,2017,1,6,91
2cc1Phkb1W5AvZvteumF6P,dj w!ld,9,3162,minimal tech house,2011,2024,20,4,3243
1N9Xy6x2jTaxMU75aFshoq,tom frager,44,35696,french pop,2005,2023,13,1,597594
7urhybBC4ni1nnpJbod4l3,phylums,0,155,milwaukee indie,2015,2015,1,12,18
5PIWabZPdU3YWRMbvD5nQJ,effie,26,10265,korean hyperpop,2020,2023,9,1,12067
2sSGPbdZJkaSE2AbcGOACx,the marías,70,1186415,"bedroom pop, la indie",2017,2024,15,6,9337475
5vvuIiiGA2sdsrO9lO9vS4,sounds of liberty,13,75,rock,2021,2024,4,1,348
2QiEDpVydqnqJpndu5bPoj,claustrophobia,0,11," drone , modern ",2023,2024,5,1,10
1AIWKp6rFXWTtg9n2BsrZX,mordhell,1,850,polish black metal,2011,2011,1,13,166
04HqRx07Bv9gh7rsrMTqs7,miss li,59,282493,"classic swedish pop, swedish pop",2006,2024,20,1,1683871
6PcC6VtDurdhu8MoIhwrIF,indah dewi pertiwi,32,114629,indonesian pop,2010,2023,10,1,139512
2uBR4Yh27WB4rn7t3c4uCX,erika lundmoen,56,122911,"russian alt pop, zhenskiy rep",2018,2023,20,1,1649500
6i1OfpuILQaPhYzlNx5yBc,new orleans university glee club,0,18,glee club,2015,2015,1,2,11
2ci4sMz0z9U5l4crPDb4Us,the diggity dudes,0,50,kids hip hop,2010,2012,3,1,98
4C8lEDj85NWxS4MNCpyp9e,fia fiell,6,898,australian ambient,2016,2022,3,5,1709
4GDQve2gu5EObSXCqj8xIY,joe sullivan,8,423,stride,1954,2021,15,4,2086
0mb9VsFi4Q02ZyCeI5VJfr,gerhild romberger,17,162,classical contralto,2006,2021,7,14,6707
2aDCVsozvx0fx4c6GOGu0G,namnambulu,21,16868,"aggrotech, ebm, futurepop",2016,2022,10,6,10574
5iR5IV6Z3bSqeMw4SSMK4G,top ninja,14,905,rap,2019,2024,18,1,2042
4GI3W8M8sSGvc25hHxmYGV,jesús rueda,0,99,spanish contemporary classical,2009,2013,4,36,48
1kuI1z1fZOKvLifCPCIRzV,drem@ bl!ss,0,37," rap , gospel ",2019,2024,15,1,45
33jL232lcWHCMDWg0yk7JK,reverendos of soul,14,378,soulful house,2015,2023,8,4,7162
4E6QcuXdYcoKLdH731jtzz,victor haynes,21,4753,smooth soul,1994,2024,14,4,9201
5PXgZoCjPcqAsZk1ESRudj,jean-rodolphe kars,36,217,french classical piano,2017,2017,1,20,146575
5WUAI012FZOmGddyoMJQYM,no quarter,10,1263,fast melodic punk,2010,2024,5,3,1218
75I0Ju8oeSEKzG3IitS483,sicknature,29,10790,"flick hop, underground rap",2016,2024,20,1,15496
7hkaLWxN3ZmMVTn1qEpPdM,joeyy,49,53938,cloud rap,2021,2024,20,1,166056
6SoUHVP6zuADmNrVwpPaDi,marc-uwe kling,32,35359,liedermacher,2018,2021,5,4,20126
1epuoN3ahYbs4Ruuyobd35,laucan,9,680,modern,2016,2024,14,1,2408
3BdGivzytiHhSHQ7VF58jL,matter mos,38,4503,indonesian hip hop,2019,2024,20,1,85367
6IpGCPfdHtfNZwSGihxXSj,matt sweeney,37,6082,alternative country,2005,2021,7,4,97134
61Mh2TdtNylCeUzkVNjbuP,ryterband,26,2938," dance , house ",2020,2024,16,1,32682
1QLbmgRBifCvhJGFrYRby4,benni benson,1,553,german singer-songwriter,2013,2019,5,1,182
0NFb7EzMeIc7fZMsdDjlrf,sokratis malamas,49,154998,"classic greek pop, entehno",2007,2023,20,14,266371
7eWbFrseRms5D5quwPDkm2,audry funk,31,14424,"rap femenino mexicano, rap latina",2012,2024,20,1,65706
39kKJ3ngTMVWtlJdOIAv1y,fred field,1,202,jesus movement,1976,1976,1,10,146
1WLGlayiDpqOK8doYCiQTa,kayla brianna,15,21879,pop r&b,2012,2023,13,1,9128
2d8AdxiXoRv4vTLJL4p1X6,garden on a trampoline,0,6,pop,2022,2022,7,12,5
4AezqvIDQWj1t6FMgVz4Wq,myndflame,8,1686,antiviral pop,2008,2022,5,1,2219
6F6lawSnwGWWgdXFN7LXO7,the dirty dozen brass band,29,45787,"brass band, new orleans funk, new orleans jazz, second line, street band",1984,2023,15,1,40298
4jVGLXfmO75MnpujSwud6j,scan tester,1,136,concertina,2009,2009,1,55,148
2WIUV9Yg8pVjB4odHkZ1La,chokez,6,684,deep dubstep,2018,2022,4,3,1440
4xiRtorOYCTQGqqPZNhkNw,thomas crecquillon,8,384,"franco-flemish school, renaissance",1979,2023,9,1,1657
1FX7zVQbylen46zQPyl48C,diapsiquir,9,2671,"avant-garde metal, chaotic black metal, experimental black metal, french black metal, industrial black metal",2005,2016,4,9,753
3gXLeeyXoh0rYZ8AUfmKQF,yellow umbrella,18,5271,"euroska, german ska",1999,2024,14,4,8873
5z30XoiG1ROl1v0sloEoX4,ali n. askin,17,597,german soundtrack,1998,2023,20,1,11911
3EfjEHtmoYHv9maqn43IvQ,golden ivy,12,2895,malmo indie,2014,2023,9,3,3830
3zlmUDbM9hGjBFGQf2ukkk,blue quarter,0,101,chapman stick,2020,2020,4,6,45
0HIiXblDOFPXxkuI35wOMx,a shell in the pit,36,16024,indie game soundtrack,2012,2024,20,1,249195
7gv5MPZxtjXDKkjTH32q9Q,kozeljnik,0,264,serbian metal,2010,2017,3,4,42
7GhpKfdk8b7K2AUFFqiBIJ,disfigured elegance,7,1571,brutal deathcore,2010,2019,2,1,1498
3Ru5n2T3JIrjnSZhf2rinv,braden bales,49,79326,singer-songwriter pop,2021,2023,20,1,664007
6vRbXTv81jO8AzjhBGo7ue,roy panton,22,782,jamaican ska,2012,2012,1,17,28871
00fUxTsDQ3TMlro9Abk6bG,vast aire,26,17816,"abstract hip hop, alternative hip hop, harlem hip hop",2004,2021,16,1,35317
2Ji7pIcY1oJeS2tevigVaE,manuel barrueco,31,12966,"classical guitar, guitarra clasica",1998,2022,20,18,54376
02Ik9fYoOXnU6qyuhpoFvR,jon sine,28,11800,dusseldorf electronic,2017,2023,20,3,62559
02aqpDfp52Ww8mXwbw90uU,dünedain,31,54002,spanish metal,2007,2019,10,1,31562
3K6tT5JIbqu3gV7wWlsgvT,release hallucination,29,11595,kawaii metal,2012,2023,10,3,19639
5aP8dn3E8HpMb5zMB2B6yY,amber digby,20,5664,"classic country pop, deep contemporary country",2005,2020,7,14,5137
2Mz5qpR3WxbcBwZBsmraWE,panopticon,30,62965,"appalachian black metal, atmospheric black metal, autonomous black metal, bosnian electronic, drone metal, folk black metal, forest black metal, kentucky metal, post-metal, usbm, voidgaze",2009,2023,17,2,26930
60XRwMEo4HGter62CfmT4h,dan lorenzo,0,37,metal,2003,2023,16,4,197
06BsriLouCsm19PPRownfn,memotone,18,4810,epic collage,2010,2023,16,4,8484
1VN38ZSdtQnHLa8PfTTKZD,marvin hamlisch,38,10629,"broadway, classic soundtrack",1968,2024,9,3,129768
1DOiJPXSa8eUgf0bTUeyn5,thủy tiên,25,9768,v-pop,2011,2023,20,3,22077
0E5PmzUrY7669vkZb8bQX0,östersjön,0,34,pop,2018,2021,2,6,32
4Q7PRWyZrpaEWFd8I0gdtB,bloem,34,4073,nederpop,1976,2011,5,2,177749
0ODRvi0GuZM0Y66QlDvdST,futurenot,0,115," soul , pop , modern ",2021,2023,5,1,111
3futDBFMu9zW0m4YsLNGRH,kari peitsamo,13,2059,"classic finnish rock, suomi rock",2007,2020,15,1,4624
4S9LNSZusH3XflT3g32bqB,carla monroe,56,5272,uk dance,2019,2023,20,4,2543668
14jkAPjXRzlL89CjZedmhh,josé anillo,6,1045,"flamenco, nuevo flamenco",2011,2011,1,11,1633
