ids,names,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,monthly_listeners
7Dc62n8zZBrx6SsNDfmF9O,杨坤,17,9354,mainland chinese pop,2007,2023,9,1,7090
1zMkmNr0DjHuSfpWOOuVNl,destination void,0,101,metal,2018,2023,2,1,22
2Rrf9CkzPdPihESHDo5KZl,beautify junkyards,12,4396,"hauntology, modern psychedelic folk",2013,2022,8,2,4849
62ih54WQXcbwFrvhffPxcq,hannah jane lewis,23,9140,uk pop,2017,2020,20,1,29660
6H02fFieSQ9vndSiK6njTR,wet tuna,2,1299,modern psychedelic folk,2019,2022,8,4,373
1dVEqxRaJNpOSRO9TllpH9,a thousand years slavery,1,777,melodic deathcore,2009,2016,2,6,230
1R486Y8DuEKEH01hypvW1B,david phelps,37,78025,southern gospel,2000,2021,20,1,87658
7DBPWu6HgpWsjpF3iNKGZC,down among the dead men,1,1103,new wave of osdm,2014,2018,3,13,130
0MbBA1gcwYG1JOOUC0za67,sebastián cruz,25,2468,corridos belicos,2018,2023,14,1,29344
55XwWLrUyhWdAK4gULDJ4m,black roots,31,41674,"dub, reggae, roots reggae, uk dub, uk reggae",1983,2021,20,5,82888
0ZatCBdBCqqXtLe2tUUNug,julie peel,9,1043,indie singer-songwriter,2006,2009,2,2,2166
24Yq78bEIRyRivYRnQt8rs,das actionteam,0,234,frankfurt indie,2010,2010,1,14,81
3ZEjsMQKEg60CSIMpR6VRj,belenos,8,3555,"celtic metal, french black metal",1997,2019,8,17,1031
5IBYZJRx7uNdYeMBYK5g8J,upstate,25,12332,ny roots,2015,2023,14,1,29256
5AR0CrzzhodjlpQhTMIIuE,elvin t,5,668,dance,2021,2021,1,4,1631
3Kox6R3Q8kRe007tsn60Zt,arcane device,0,354,ambient industrial,2007,2022,6,1,209
1A4fV156Nn6rWIE8jk5ZpT,bosco,24,22935,alternative r&b,2012,2021,18,1,22231
1xZf497QbAPpJG32O4csnT,$leazy ez,12,1059,furry,2018,2023,17,1,2441
0V43fejDDw4vNaPJt2y8g1,the peculiar pretzelmen,21,13694,"dark cabaret, steampunk",2007,2024,7,1,13423
1tsy6ph4p6fVETd32Cbpcb,vaikom vijayalakshmi,49,8604,"mollywood, tamil pop",2014,2024,20,1,1256265
05llOLUH8xZnYUEeknc2Xs,paul blackford,7,2090,nu electro,2017,2022,20,6,1460
7lOr5o8LGNHi4nw2Q5bhxH,patriarcas de la rumba,8,1505,rumba catalana,2006,2008,3,1,2643
405jhKKfSu8osxYYdk375M,david dott,20,542," dance , house ",2012,2020,4,1,958
2A4fWMTIKL30x17lMdg0wV,vegan reich,4,2497,"california hardcore, vegan straight edge",1995,1995,1,8,561
1Yx03OLGLoPLsopcdN0NBW,lars lilholt,29,7415,"classic danish pop, dansktop",1988,2023,17,1,20373
2PUQXHlzWXhW6y5s0DEDaz,rayon beach,0,432,garage pop,2010,2012,2,6,109
5nqGT3ZbYOPxHH2D0aejuD,slobobans undergång,6,1064,swedish punk,2010,2023,9,3,1251
2sKYSP4UNHqATphj1jgKw4,wieland kuijken,29,1300,"classical cello, viola da gamba",1974,2023,20,11,41636
02MK0ifAeMMEsBlIybPABW,francis et ses peintres,21,436," jazz , pop ",2010,2010,1,52,16334
2YgUX1mILJm3cwzsbvRrnW,rosehip teahouse,1,846,"bubblegrunge, cardiff indie",2019,2020,9,1,198
2xhtX9ufvSwDbiH9VQ8pHr,wilson simoninha,29,40563,"brazilian soul, partido alto",2000,2023,20,1,32194
3JKcaaApz7XPYdTZyKignS,volcano,27,13437,ohio hardcore,2022,2022,3,1,18240
6EhZghoXSCh77ZwpkKwnfn,ray okpara,13,6189,minimal tech house,2012,2024,20,2,7725
5RvzadMMtdwFV3bMUiilJH,parasense,10,8986,"dark psytrance, psychedelic trance",2004,2009,3,10,2911
4zV7RMrLwCXYZyzLyGqDFC,hmb,30,32284,portuguese pop,2014,2024,19,1,49059
0fI0f9Cg0vS0ouSmcXQwXW,brownbear,7,1800,scottish indie folk,2014,2023,11,1,789
5dHgEBGCkOY0raoHBiiMxm,henrik hass,5,360,danish hip hop,2012,2024,4,9,798
2p6a7KwjiFgaXcG3u8Vfvb,ben vaughn,22,2543," country , rock , folk , punk ",2002,2023,12,1,11506
3Db0GCUUmVYk4Y5l34aN3m,the torquays,19,3927,instrumental surf,2003,2005,2,25,8881
4J4k2R6EmrojTx3rWlVl7Z,florian hoefner group,0,204," classical , jazz , folk , modern , contemporary ",2012,2016,3,8,114
4PHyWpnVszadob2b7JchO3,patricia carli,22,4163,ye ye,1966,1978,2,2,18625
2CcCjcUlXVAy50DPkGND1X,attitudes,4,625,yacht rock,1976,1977,2,10,801
4Zu6IZ2DMgDQ0ZglbzoLnw,bhleg,4,3289,"gothenburg metal, pagan black metal",2014,2022,8,2,630
1UfQvSuOVehpUYVzdcCpvE,absence of despair,4,1227,metal,2015,2023,8,1,1297
2JpOaGdYOeVaxVuO9nWUzb,shiny black anthem,1,526,rock,2016,2017,4,1,137
5hXJVbkX7UUuKUXiiY130U,gravkväde,2,644,swedish doom metal,2018,2024,6,2,371
1CghIboTgOpw0iYLR5DC9l,tal national,14,3482,"afro-funk, afropop, musique nigerienne",2013,2023,8,1,1666
6Ix7Hx8Af0jg9X4OfD9sYR,atomic rooster,27,66919,"british blues, progressive rock, proto-metal",1971,2018,20,11,33226
5NHrBkLLmal5GjSFr0UIEv,joy tobing,40,16586,"batak, indonesian worship",2009,2022,20,1,195231
6nNBUwFmS6qSESgseNBecv,фсб,14,1165,"bulgarian rock, classic bulgarian pop",1977,2021,20,2,4499
0YTxV01QR7t3UmU4cxjHKH,heiner rusche,23,4891,kindermusik,2010,2023,20,2,28254
63T8Yt5ibQtSzBuSI72y0v,burning inside,1,748,florida death metal,2001,2002,2,10,242
0yadTrXguTyRUdZ3PKwz0M,georges hamel,24,4913,"chanson quebecois, country quebecois",1996,2014,20,12,7724
0JmZYRHFWReLCxi0iMSZGk,funky aztecs,7,2448,chicano rap,1992,2016,3,1,1440
1J4VGQgZWCodfZwQLMph5w,radio pirate dj,2,114,rock,2023,2024,3,1,120
5Dt9Pix4ZRc3fuJGktg5zi,panevino,4,228,house,1994,2023,11,4,864
2UvXv8S4pzzh6ze3ztLIRh,bjornberg,16,2885,progressive electro house,2011,2012,2,2,11732
1ejkQAcOu9cl7kEbZ3Nb8b,johnny goth,46,120895,bedroom pop,2017,2024,20,1,313080
3FWPTIVKRVnUrNAH7ThCUO,43zla,8,4792,"balkan hip hop, serbian hip hop",2004,2004,1,24,1281
5r3uNryOL2MNtqxmu7lA50,dave ricketts,0,30," classical , blues , jazz , rock , blues , contemporary ",2020,2024,4,1,8
6CjQZyM4LDtXlmAK2EiBRq,метель,29,18420,russian indie,2016,2023,5,1,23740
79opYT6ed4vFUfREUfxuqP,the paramounts,7,1485,british invasion,1998,1998,1,28,2420
7LJtPQU880G3e1bsF6woaO,the springfields,6,685,"c86, jangle pop, tape club, twee pop",2019,2019,3,1,1668
3RZO2sUvl6ysgVzdT44WvR,jerry yester,4,217," blues , rock , folk , blues , modern ",1969,2017,2,10,573
52YND4RXvWLXNyYgK7Kodx,random factor,13,1475,house,1999,2015,6,4,4983
6sJxxxihVa8xS4Zr2SQhjN,zezinho barros,30,28364,brega,2019,2023,20,14,28644
276fn2or6dn8aVNi1npg30,as in we,0,348,"american post-rock, santa fe indie",2012,2016,2,6,83
6qYbOFgakUTsxJaQ1eeXOy,the seldon plan,0,123,jangle rock,2005,2011,3,13,43
4reMqPZa0eExCqESxX4ruG,the gregorians,7,2633,gregorian dance,2011,2015,11,1,571
3jT2Zl57kYDK5qI8fkl1L9,octavia rose,42,5694,electro swing,2012,2023,6,1,249343
0KlbPHrXhijd8cQmBjbeSV,brynn stanley,2,300," jazz , pop , contemporary ",2015,2019,5,5,266
7GR9EyAIkQ21grXZkvd6J6,alan munde,9,1709,"banjo, instrumental bluegrass",1991,2023,9,1,2045
799Ywukan10zmSW5e6KOW1,matt hannafin,0,5,experimental percussion,2004,2004,1,8,0
7rB502Ec9wP6wZQxhztkM7,don reno,27,5736,"banjo, bluegrass, bluegrass gospel, instrumental bluegrass",1966,2023,20,1,32758
1J5KKVhdXysgtjGQpwRGEP,holy grove,5,3215,"portland metal, psychedelic doom",2016,2018,3,1,1323
6qvfzsfzCPEpVfY2EuqUQZ,trapland pat,44,34583,"florida drill, florida rap",2019,2023,20,1,318551
4OyqzBV6i2e7Ycs5LwLDxE,in the blue shirt,28,23867,kawaii future bass,2016,2024,20,1,29766
4IA9QDrVH20mqd9Xg0QXPt,tuff london,24,6332,uk tech house,2019,2023,20,2,33421
6P4djosL4vP4h6g9xjqlZq,sergeant buzfuz,0,107,contemporary,2007,2020,14,2,26
2c8K7cdY2IU2jBacPOxYqk,drunken kong,25,14344,"dark techno, japanese techno",2016,2024,20,4,31112
3TAMa7XcdlVoUTc1giFv1L,jnkmn,30,11015,"j-rap, japanese drill",2020,2023,20,1,38925
3nXMZsj1H0F7h9SDUeYNjg,brenda holloway,29,44574,"motown, northern soul, southern soul",1999,2018,5,1,61829
5TWakwpOctfXseCIG1lQWa,repugnant,24,29517,"deathrash, swedish death metal, swedish metal",2006,2006,1,10,10604
0PPDCN9KnJYE1jwFlGpOtr,failed flowers,0,526,twee pop,2019,2019,1,2,103
4CefZM5UsS1y5rvzq8M8S7,reinhold heil,39,1529,"german soundtrack, soundtrack",2002,2022,19,1,160690
3OrjkcpKAlJClVOopBZicQ,siete lunas,48,84660,"cuarteto, cumbia villera",1993,2022,20,1,607604
5wFqzc3wRrixEvbPxhZhVx,permo,3,715,punk,2020,2021,5,1,381
5ToALAD5qqby7v1SZYmufh,migre le tigre,9,1253,acoustic punk,2012,2022,6,4,1017
1ZyHfYP9z34btgRrcNXtY0,9th entity,0,100,charred death,2010,2018,2,8,24
4WILTyJaR4xhkfuIkfSjjD,saint etien,17,479,cantaditas,2010,2013,7,2,9722
4xOk8sG1KBfhKhR4BOq7Mc,pia zadora,45,3186," pop , modern ",1982,2020,5,2,611897
7bNXHuDFcbRlxkWDe3EstH,pray for teeth,0,332,pittsburgh metal,2013,2013,1,4,42
2crPPfVdmrxn5yUHLQVqOI,ceylan ertem,47,596773,"turkish alt pop, turkish pop, turkish rock, turkish singer-songwriter",2010,2023,20,1,595509
1e8yvNz0bQq8RdTC2i9Zwk,mazowsze,28,6255,polish folk,1963,2017,9,1,22572
04cRG6y8vsZNbbCqfoopz6,elmo hope,20,7909,"hard bop, jazz piano",1959,2023,10,8,42102
1Td6lC0roqZH2TsPI3RzZ8,lucio leoni,15,3807,rome indie,2015,2020,7,1,1936
6tkZDZILZdLZaCuY801ef3,ethan kent,12,895," christian , gospel ",2014,2024,10,1,5738
1kOFYTseUHhnkFnEwJLIgw,mr. tophat,17,4612,"swedish electronic, swedish house",2019,2023,20,2,12462
5838e3CrmiYomHCQUiZOSP,stefano landi,23,2106,"baroque, italian baroque",1996,2023,5,1,20969
54kR0LCBMxIyzXurk3sSgd,the choir practice,7,249,vancouver indie,2007,2007,1,11,1288
5wvEC0Yx7pp3srptbe3e7P,yaboimatoi,29,4679,touhou,2018,2024,20,1,19283
4iW7dCnHbqN5YErzN7FghD,dreamwell,21,6049,new england emo,2020,2024,8,1,8875
0u9k9HOOqbtaX980kkmgm1,sam haynes,4,562,halloween,2012,2023,20,13,1011
5t2i0h1jBx28MlZNxK84wc,cache,9,571," dance , latin ",2006,2024,10,5,2655
2E1jLcUfqd9w2XtybNB2Za,ihsahn,42,109507,"black metal, melodic death metal, norwegian metal, post-metal, progressive metal, symphonic black metal",2006,2024,20,1,144038
1KpZ7MOliw4Iez8SrmWCne,jane leslie,40,3165,new age piano,2000,2023,7,1,94728
0m4sYqkyOznjEKxEEeLLkL,wx//cltv,32,566," ambient , dance ",2021,2024,20,2,106525
4zGDvdH6v9mBUUlcWbJtl3,johanna siekkinen,13,978,"classic finnish pop, classic iskelma, iskelma",1995,1996,2,11,5699
2ZfHMUPrxoZNDTBPHmmdhj,moe.,39,139747,"jam band, ny roots",1999,2023,20,8,164706
1ESwLwrvuqXgWawgZz7dFj,timo langner,37,6205,"german ccm, german worship",2021,2023,20,1,36859
1jBvFo0KVo7XVKsqni4ueu,desalmado,19,10766,"brazilian death metal, brazilian grindcore, brazilian hardcore, brazilian metal",2008,2024,17,6,6821
08BgD8EtH0Vy9tgftMgogB,laroo t.h.h.,24,15206,hyphy,2008,2016,10,1,14124
6OIAiehi0PnixPVtYsTBNY,soothsayer,3,275," ambient , metal ",2020,2023,4,6,318
72FmoZBmYJDtdEc1R9JEcn,buccaneer,26,26683,old school dancehall,1980,2020,17,1,29904
7moSndOerVwBJlMzdK3gBo,dj onyx,0,29,house,2018,2018,1,1,32
1egTA9mNgTwglPEQLmMd9W,snapcase,33,43879,"hardcore, nyhc",1996,2023,10,4,79733
7fbr27FY2onQYtw9uc3FtC,rude ass tinker,0,301,deep idm,2003,2021,3,2,121
1rkOsXuSdXot4AfxUNcAde,malignant tumour,10,3812,czech metal,2005,2016,7,6,1433
21LI2q2QDyaNjyfXaWWTOE,marcelo jeneci,49,277947,nova mpb,2010,2023,12,1,899707
4tususHNaR68xdgLstlGBA,of mice & men,60,1259490,"alternative metal, melodic metalcore, metalcore, pop punk, post-grunge",2010,2023,20,3,2139656
5x4ulS58jNU3eDCWLKRd5D,superette,7,1662,dunedin sound,1995,2018,4,5,1796
2iXctFIH8zbSyd79QYU3LC,carol hodge,5,829,rock,2018,2024,8,1,550
3rMqXfdQP32sLmRAnvUOw7,snailhouse,2,774,quebec indie,1998,2012,8,5,294
19z3Is8jPDFmLphrQ2w2Du,konzerthaus kammerorchester berlin,58,3134,chamber orchestra,2013,2015,5,2,1147229
7ErAbZmyXbUVs0MjP1wTA1,leo nardell,35,3196,levenslied,2011,2023,16,1,84329
1YPkdEe6cWHDZpaCZ2gHh7,johanna knutsson,7,1984,swedish electronic,2014,2023,12,3,1595
6KUKRy1D49ZxwfSFPcV7WF,the space lady,26,21985,"hauntology, outsider",2013,2021,3,2,35668
139DFhB1gc99mMR1bOPIN5,cerebral noize,0,28,christian thrash metal,2002,2002,1,13,5
5nuZA3EivM4ftxQu4m2PEJ,gary b.b. coleman,21,48061,soul blues,1994,1994,1,11,14802
1m4JriS0hNpmr9zCVnDs1L,the natterjacks,8,1969,derby indie,2014,2021,6,3,2352
0JXhTf06X2O5Bwj9lJKMKd,lost in society,6,1808,"asbury park indie, new jersey punk",2012,2023,20,6,1451
5dyW3uE9IuoChIbcIjMaae,blood tsunami,7,7908,"new wave of thrash metal, thrash metal",2007,2018,4,8,1280
5AGvuJH8miMNqLLmgccErZ,zied zouari,7,335,tunisian alternative,2017,2023,3,5,254
0DyXyd0D6fMUsuD6yONANx,miss pooja,52,1763706,punjabi pop,2020,2023,20,11,1201295
2seSMTWvfuNzPZ6ZV81vpO,michael mizrahi,3,505,contemporary classical piano,2012,2016,3,1,735
3EQW0765q2DFGkkY7vqdXC,the high court,9,1399," indie , metal , house ",2007,2007,1,12,1652
1CRTa2b81vACLSOWujVMbk,deep thought,18,3690," soul , funk ",2020,2024,20,4,11836
6KKKmiLXA3G7jxCarYjo7V,nancy martinez,19,9127,freestyle,1986,2021,5,6,16107
1MRIVBCRfrcDaseDg5dTp2,real recognize rio,27,4655,atl trap,2018,2023,20,1,46467
5BC3lvcEEOqVrqMaPjYrgu,soviet soviet,38,126691,"dark post-punk, deep gothic post-punk, italian post-punk, italogaze",2013,2023,8,2,130824
7mouUtzZj3UC86ZsQblmrC,enzo rocco,1,83,italian contemporary jazz,1996,2023,12,1,451
0HvWLXUxFLYbvv1R5T1r4P,low lily,6,707," traditional , folk ",2015,2023,7,6,950
6B5c4sch27tWHAGdarpPaW,seether,69,3324409,"alternative metal, nu metal, post-grunge, south african rock",2002,2023,20,1,6971676
5aKZGoIdxWViQBjQOg6m9f,recebim,40,71085,"karadeniz pop, karadeniz turkuleri",2004,2023,20,1,213769
1hKtAocjfjS9OpOmI4hmSo,френдзона,40,232876,russian alt pop,2018,2022,11,1,112224
6hW33nVHPElaXuG2hQ0QOp,scowl,41,62345,"california hardcore, modern hardcore",2019,2024,12,5,162001
63S8HFQpwuQVlYTFXJ8f5J,the end of melancholy,6,2329,slayer,2017,2023,11,3,733
1PflWU7nPUElTWqYUBkK6W,rory scovel,21,12195,"comedy, deep comedy, new comedy",2011,2011,1,11,17844
2KPbpaIfoCbhWWvC1fYN8b,pillory,0,550,boston metal,2010,2020,4,1,47
21XsCg8K5LT9pJzzGKSUWr,spce cadex,18,1014,pop edm,2017,2019,9,1,13566
12ZVNsCxj4KCcXvUmrHbIW,jack lee,23,2385,korean jazz,1991,2023,20,1,23322
1pl7nw0L88oUuQP5WQoePL,lynn harrell,33,4680,classical cello,1991,2020,20,8,85705
5QPfnUFtAHVNdqmJHpJmTg,luke dick,26,4244,country,2011,2024,13,1,42079
2Gy32a74uxhKUDGuQL57kl,benton falls,15,7175,"emo punk, midwest emo",2001,2010,3,6,4956
6xMkpCSCT5rL5xSWnD2Ebv,danijay,31,8099,italo dance,2003,2003,1,3,73706
7KqyMhqYoujfdaQZni6iUR,the tarantula waltz,6,2227,swedish americana,2007,2020,13,2,1720
7MEV4ofwmNNv90TnQx2CS9,lordian guard,4,423," christian , metal ",2021,2021,2,13,264
4Nu0EL8c5d2vFHPOcNjlBP,the pastels,32,38786,"c86, lo-fi, scottish indie, scottish new wave, scottish rock, tape club, twee pop, uk post-punk",1991,2013,11,5,66092
1o9DLcwuOnOgWfqLKhhslj,kiva,21,4017,neo-pagan,1990,2017,15,1,16212
0vkpFzbSTmwPuGGnhsblFI,ajay gogavale,57,550447,marathi traditional,2021,2024,20,1,2500759
7n5xb6bByE74Aw4ppe858H,tim heidecker,26,22968," indie , rock , pop ",2011,2023,20,1,28401
2JPaEcDKRchZyyCaiRhNyw,the twitchers,0,99," indie , rock ",2015,2023,8,1,17
5lKaPKuNyNz6LN6NfM5vz1,binaural beats,50,20932,"binaural, brain waves, sleep",2024,2024,20,50,140232
4QPuhZw8xXaXXvFMmpzV5S,marimba chapinlandia,36,14318,"mallet, marimba de guatemala, marimba orquesta",1970,2021,20,6,40524
4daynj4qj7K17EbBzEhtDe,jeff floyd,25,25944,"southern soul, southern soul blues",2001,2024,12,1,24073
2AJ8NlIJf9qVM4C7fwQJdT,lmnz,2,418,funk,2010,2023,20,1,518
3ma9rtafrCvASmUy7WHsUh,schérazade,21,1794,electro-pop francais,2015,2020,7,2,9810
4dTqh57h7Qc97TWARfoVD4,anita skorgan,28,8879,"barnemusikk, classic norwegian pop",1979,2018,17,1,40899
6GbCVaJ6iTA0OnZaOiDpl0,ronnie liang,42,140516,opm,2007,2024,18,1,485721
70w3kazf5dLnBrHc8KZKmu,martin brand,11,3279,christelijk,2005,2019,10,11,2078
15LSvCj61wOvFcf7QvGi7C,christian wallumrød,4,642,norwegian jazz,2015,2022,6,1,583
40yXRx668r7rNQckiLC7W6,the lunatics,0,158," blues , country , blues , punk ",2022,2022,2,1,50
04Ze9i5w3NXno5DdMNpJZC,olly james,46,41543,"big room, sky room",2022,2024,20,2,566908
1YuknfkSYTTbolRpwZBOv4,george gershwin,48,315398,"american modern classical, classical, early modern classical, tin pan alley",2018,2024,20,6,723052
6DzlPnRAyZGt6OdxniTdxq,penny rimbaud,11,946,anarcho-punk,1984,2022,20,1,1017
0KdNva5eqm6LlbtVMVdshm,the rivileers,3,441,doo-wop,2013,2013,1,2,806
7tfmSj9c9jPUgczG8mZiBo,stentor,14,343,rap,2020,2024,7,1,5050
4L4LXANrJ8yEWpc0b79PzW,eric carbonara,0,73,drone folk,2010,2014,3,4,64
4LoOAdJreuAUms1QPSfyjG,cuestack,33,10699,metal,2018,2024,10,1,49581
1m5E3VSCi7EbDPUG0oy3Pb,ozone player,0,85,finnish electronic,2000,2022,8,12,27
1fCdub35SOEgPYVfSrYTI6,xangai,30,90986,mpb,1996,2023,15,1,31620
6IoEnrs5eyIq5aAZd4Nwc3,the little unsaid,6,1720,experimental folk,2015,2022,20,1,512
1189BemPY7h2lgaH1pkzGX,mono inc.,47,125852,"dark rock, german alternative rock, neue deutsche harte",2007,2023,20,17,209004
2uSpHGRqp30nn4B7oRny5s,david del tredici,4,506,"american contemporary classical, contemporary classical",1981,2023,15,1,1078
6vDesBDLLyrWBR7XXcWwvu,rebel ted rock,8,791,"german rockabilly, neo-rockabilly",2008,2010,2,16,2314
6jhFxbhuZYDALnSdIG6sDr,sally pinkas,13,204,"american classical piano, israeli classical piano",1993,2023,17,4,4322
5sKvJYz1CVVQ4t2P0URnfd,the hesitations,5,554,deep northern soul,1989,2018,6,2,1300
4HxFQJKYyMWFrXcyWx24vI,erkan mutlu,24,6210,ilahiler,1994,2019,13,1,26716
3TNxQnixmRnIOr1jV8ghsJ,orpheus in red velvet,0,69,deep neo-synthpop,2007,2024,8,8,38
4UufilWmtHE08EakDfLT4Y,altstadt echo,3,983,ambient techno,2015,2020,11,5,606
49toRK8uaQwAO8ntEAJ1vx,the creatures,25,32976,"gothic rock, uk post-punk",1983,2021,4,1,31549
1mBXJUab9jbcHhYxMuWbxO,poisonblack,31,42646,"dark rock, finnish metal, gothic metal, oulu metal",2003,2013,6,3,47397
5yECsdgmXEkHpn5B00ZNfY,j styles,38,11041,"uk drill, uk hip hop",2017,2023,12,1,30617
3LSlM2KOL9Per4CjyZia3r,semaphore,4,712,modern,2016,2023,13,5,505
3WC6DeoB98XE2wt3GdPptX,mal waldron trio,7,1191,"ecm-style jazz, jazz trio",1969,2022,8,10,1778
2rBIJIECWuDEzaiewMf0Kr,loren north,33,6604,indie electropop,2016,2024,14,1,35246
0OE30pXmzCwTxhoAFtCs8u,die so fluid,21,11526,slayer,2004,2024,12,1,8625
2fS9sWFJcWN8wVhYbCfdC7,teza sumendra,30,43557,indonesian pop,2014,2023,15,1,55035
28FqavArwUXY6YVi1szE1M,patrick zabé,21,3481,chanson quebecois,1975,2018,6,1,17281
3Ri7j4vT0iYvMjMv5I3iqp,floridablanca,16,6060,spanish indie pop,2018,2022,15,1,8274
7wFTcxOSpNPxIbu7gHuPWn,dead mechanical,1,815,orgcore,2007,2013,6,3,136
1PhE6rv0146ZTQosoPDjk8,mori calliope,56,323291,japanese vtuber,2021,2024,20,2,410318
3QcfwlzDyiPGAfiPmtBOXh,space bee,12,1182,peruvian rock,2003,2020,4,5,4969
0LymYb8dFfa1ZUO627fDS9,dale clevenger,15,430,classical horn,1984,2011,5,9,8843
7sbjAqRCJKFuPu31uzGtXP,jah woosh,4,1284,reggae,1972,2024,6,1,660
4WCFeHvuICo53VeafPoRpz,lusanda spiritual group,34,114998,south african gospel,1998,2023,18,2,47728
03SVn7YqKOXJiFspILZiI7,mecca normal,6,2792,"canadian indie rock, riot grrrl, vancouver indie",1993,2019,10,2,1604
5XlSS9O4eHRiJ0hKzbaFQ2,kari jobe,60,1183252,"ccm, christian alternative rock, christian music, worship",2007,2024,20,5,2364786
4hXMxkoIm7sX1PiFXrvU0u,carmen boza,36,37102,"cantautor, spanish indie pop",2014,2024,10,1,50836
1TkG6nxz0gbnAfIPEpuLDS,kate dinsmore,4,1560," singer-songwriter , jazz , rock ",2019,2021,7,6,608
4PfnHGwDHavpK4N6xLEghE,exorcizphobia,8,1546,"czech metal, new wave of thrash metal",2009,2023,11,4,1261
4XbaIt1KHu8c9mBXo7k5M8,wardrobe quintet,0,167,norwegian jazz,2017,2018,2,5,40
7HukyqaNaXg0rUTL2daUrC,toini & the tomcats,35,798,swedish rockabilly,1994,2023,9,1,2398
2D4FOOOtWycb3Aw9nY5n3c,declan mckenna,67,983641,pov: indie,2016,2024,20,4,8621953
6OHFxwqdZpOuYMKrV0UHQ5,otfried preußler,49,25737,"hoerspiel, kleine hoerspiel",1958,2022,20,45,87614
2vGDSwz3QHcBSfJiM3Yu60,felix meyer,27,7967,german singer-songwriter,2014,2023,19,19,21905
0OcXV5EAZvBFqOu3EjVX5N,verity white,2,807,nwocr,2017,2022,10,2,103
2gRP1Ezbtj3qrERnd0XasU,camila,72,4315694,"latin arena pop, latin pop",2006,2024,20,1,11935515
34c4ZxJ2NKL6uzH344FyUl,maximillian colby,5,1763,emocore,2002,2002,1,16,763
0NhnWBFffRkv27Zg4CX1e2,pratos,0,188,french experimental rock,2018,2018,1,7,39
1rOnNKoQhifOY4rIH4wMtk,スカート,36,28937,"city pop, j-rock",2016,2021,12,4,115623
1FE0rls8gfQT3laAeRYNgl,loretta lynn,56,752970,"classic country pop, country, nashville sound",1975,2021,20,11,1601840
4A9feJcx2yF5xOvO0j0izV,senncoria,5,347,deep dubstep,2020,2023,10,2,1201
7lWm7B37N2Phj7l1bpEx91,matt woods,24,21892,british soul,2015,2018,6,1,29262
0FcC38n7nTB9YS1xhFOKDX,savannah outen,35,54839,"post-teen pop, viral pop",2012,2023,20,1,121124
3ulPohamkLlH0vON7usIu3,absolute terror,27,5559,drift phonk,2014,2024,20,1,34259
5ib3i8znSEh0oI4XA8wsYS,tim hulsman,0,77," blues , country , jazz , folk , blues ",2014,2017,4,2,12
2PfveY6wKQxpPxIPy9vl7F,the space between,4,215,rock,2023,2024,6,1,1025
1FPjMO74WRJfpmGUbWbmTS,bastien lallemant,16,2006,nouvelle chanson francaise,2003,2024,12,1,11175
5We5JQLZKTDAOLaVkTjZJh,the frownies,0,62,punk,1999,1999,1,13,36
0vYi8i70gXRTNv2sesuIac,micel o.,28,34507,"german drill, german hip hop",2019,2024,20,1,38496
5KMVb0Y20BTIrobzI2YZUi,la numero 1 banda jerez de marco a. flores,47,388539,"banda, musica mexicana, norteno, tamborazo",2003,2018,11,10,666028
0YklCNXJmtsiaFPCEjWXut,nick fradiani,22,12904,"idol, talent show",2015,2022,18,6,24045
3PZ4vwOarmd1QJil6kY3SW,bbybites,19,1722,contemporary,2020,2024,13,1,11797
4HPvebJfEP41V6rFzFFQ2k,joshua simon,6,444,singaporean pop,2017,2021,12,1,1432
4EThPSOiCZkpH5DYoeOKTZ,the gene harris quartet,19,3705,jazz quartet,1989,1996,7,10,10348
5T2pfFxY9Va3pKfRxs3weE,fero,35,67747,albanian hip hop,2020,2024,20,1,62856
5XQ8DzJKzZbHMu8foPNpH4,margenta,3,2175,russian nu metal,2003,2023,20,3,290
2PU67SsrdFSocujY6bNOnq,183rd,27,1810,hip hop,2018,2024,20,1,32140
6SBp74OwpRK4EHqe6qat14,john khouri,1,107,historical keyboard,2011,2014,16,37,135
6R1T5YklzC9OFugGt8RwOD,cloud cult,36,50222,duluth indie,2001,2022,14,1,117454
6L29hqhEPpMUQXjPKrs0bC,altruism,28,23517,"forest psy, progressive psytrance, psychedelic trance, trance brasileiro",2011,2023,17,2,38262
6wrOOWIlmDTI9G5MSpAuh2,soledad bravo,34,34230,"nueva cancion, trova",1986,2016,20,10,99980
5bfTHtZVQ2T7wnS8zoiyKU,nightjars,0,197," folk , contemporary ",2021,2021,2,1,111
6YkQm6IPzRBNSimTxeVm5Y,a palo seko,13,13370,spanish punk,1994,2014,10,14,4774
7CxgP5Hhf6jG6w5ujXoewa,black tie dynasty,9,1475,fort worth indie,2005,2024,7,6,1333
2QZ2v2uiKzo7wz5tZ0whbO,elefante guerrero psíquico ancestral,4,3857,latin american heavy psych,2015,2024,2,1,668
1vgsGsdx1AT6W2j5Y6GIis,renée martel,32,10158,"chanson quebecois, country quebecois, noel quebecois",1999,2023,20,13,42000
6Px3HeQvKJM8B11mfxfhCg,armonite,0,254," indie , metal , rock , pop ",2015,2018,2,8,22
7cXCoHlnPlt76S4TYlNizU,the bel-aire pops orchestra,0,26,pops orchestra,2010,2010,1,12,15
